iter	RMSE
219	354.9893263
220	354.8775973
221	354.7728193
222	354.6144682
223	354.4849157
224	354.3954241
225	354.2361976
226	354.112098
227	353.93815
228	353.9083749
229	353.8136741
230	353.6129309
231	353.5472126
232	353.4038823
233	353.3232811
234	353.2909235
235	353.2237455
236	353.0524962
237	352.9100436
238	352.7594487
239	352.5375672
240	352.3970501
241	352.3052027
242	352.2237408
243	351.9930275
244	351.9047303
245	351.834064
246	351.8094627
247	351.655917
248	351.5228917
249	351.4437111
250	351.3086482
251	351.2847686
252	351.1883625
253	351.072684
254	350.9982006
255	350.9429753
256	350.902116
257	350.7871189
258	350.675057
259	350.607114
260	350.5157666
261	350.4096245
262	350.280158
263	350.1664553
264	350.0052781
265	349.909727
266	349.8550346
267	349.7747622
268	349.6553853
269	349.6024958
270	349.5586638
271	349.5357467
272	349.5216577
273	349.4166634
274	349.314894
275	349.277705
276	349.2238374
277	349.1448264
278	349.0505805
279	348.9668095
280	348.9004395
281	348.8209438
282	348.7146183
283	348.5814503
284	348.5705784
285	348.4831932
286	348.3142049
287	348.2081656
288	348.1425738
289	348.0776158
290	348.0580191
291	347.9493176
292	347.8482004
293	347.7842178
294	347.6501076
295	347.5864916
296	347.5735913
297	347.5057621
298	347.4217714
299	347.3789247
300	347.2866013
301	347.2140832
302	347.1256631
303	347.0804599
304	346.9851947
305	346.8177364
306	346.7309688
307	346.636677
308	346.4858915
309	346.444795
310	346.3652259
311	346.2979409
312	346.1148669
313	346.0368095
314	345.9000359
315	345.8518201
316	345.7226048
317	345.6607379
318	345.5943155
319	345.5091777
320	345.4400763
321	345.3928699
322	345.3808313
323	345.2942414
324	345.1275064
325	344.9637655
326	344.8510276
327	344.7886816
328	344.7097094
329	344.6071232
330	344.4727382
331	344.4400834
332	344.3913013
333	344.3215193
334	344.3103908
335	344.256186
336	344.1632267
337	344.0113579
338	343.9396186
339	343.8095094
340	343.7527577
341	343.6299132
342	343.5966865
343	343.5106887
344	343.3383552
345	343.2866688
346	343.1856118
347	343.1220265
348	342.9807334
349	342.9442007
350	342.8522539
351	342.7837521
352	342.7263993
353	342.6886192
354	342.6365916
355	342.6082215
356	342.5263203
357	342.4135473
358	342.3890606
359	342.3024277
360	342.255716
361	342.1969818
362	342.1351669
363	342.0430787
364	341.9670047
365	341.9565596
366	341.8958186
367	341.8817457
368	341.8423784
369	341.7894875
370	341.7495208
371	341.7342543
372	341.6246444
373	341.5909201
374	341.4704494
375	341.4608126
376	341.4239604
377	341.3125097
378	341.2994066
379	341.2570013
380	341.1889119
381	341.1380548
382	341.0862439
383	341.0141973
384	340.9291501
385	340.8345338
386	340.7172382
387	340.6354403
388	340.5623777
389	340.4433382
390	340.3144953
391	340.2796056
392	340.2292168
393	340.1288284
394	340.0806965
395	340.03456
396	339.9694114
397	339.9296423
398	339.9188678
399	339.8749845
400	339.7660611
401	339.7287183
402	339.7182301
403	339.6253086
404	339.5380822
405	339.448745
406	339.3659692
407	339.3009842
408	339.2453617
409	339.1908181
410	339.1564046
411	339.1462462
412	339.0599301
413	339.025555
414	338.979895
415	338.9146021
416	338.883256
417	338.8396701
418	338.7939244
419	338.7432406
420	338.6335846
421	338.6237609
422	338.5503296
423	338.4774661
424	338.4297002
425	338.3902752
426	338.3630752
427	338.3554399
428	338.3465839
429	338.2932762
430	338.2648617
431	338.1889353
432	338.1459465
433	338.1365378
434	338.0502713
435	337.9905559
436	337.9507278
437	337.9329038
438	337.8717619
439	337.8395297
440	337.7802969
441	337.7082472
442	337.6737273
443	337.657792
444	337.5885125
445	337.511361
446	337.4668704
447	337.4011666
448	337.3475904
449	337.3318222
450	337.2796944
451	337.2215028
452	337.1088824
453	337.0636073
454	337.0552547
455	337.0065835
456	336.9993145
457	336.9641975
458	336.9337063
459	336.864419
460	336.7947193
461	336.7210512
462	336.6971107
463	336.643791
464	336.6056317
465	336.5271556
466	336.4177715
467	336.3053375
468	336.2290133
469	336.1566045
470	336.1045108
471	335.9633777
472	335.888668
473	335.8605915
474	335.83029
475	335.7790309
476	335.7541393
477	335.6526378
478	335.5417492
479	335.5069228
480	335.4728654
481	335.4308352
482	335.3849851
483	335.3153636
484	335.2042022
485	335.1781184
486	335.1397429
487	335.1278972
488	335.0448871
489	334.9317004
490	334.8842755
491	334.8317905
492	334.8240621
493	334.8033014
494	334.6899778
495	334.6416096
496	334.6312508
497	334.5866503
498	334.5478476
499	334.5078821
500	334.5008318
501	334.4703418
502	334.4303924
503	334.362085
504	334.2797878
505	334.272918
506	334.2627159
507	334.2527345
508	334.2025329
509	334.1564171
510	334.0480511
511	334.0176323
512	333.9531967
513	333.8742794
514	333.8119957
515	333.7961192
516	333.7581664
517	333.7355793
518	333.7005098
519	333.6571078
520	333.5579823
521	333.5014961
522	333.4169268
523	333.3316713
524	333.278762
525	333.2342316
526	333.1820046
527	333.1534431
528	333.0670079
529	333.016907
530	333.0114173
531	333.0049535
532	332.960004
533	332.8421326
534	332.7883424
535	332.7548907
536	332.6811304
537	332.6703755
538	332.6392535
539	332.610379
540	332.5120108
541	332.4637616
542	332.4460902
543	332.3693335
544	332.2829383
545	332.2241282
546	332.1593552
547	332.1527189
548	332.1376113
549	332.1298483
550	332.0606075
551	332.0424535
552	331.9841786
553	331.9422474
554	331.8572042
555	331.8022559
556	331.7654732
557	331.7131127
558	331.6590438
559	331.6096721
560	331.5569724
561	331.5019796
562	331.4505786
563	331.4147572
564	331.3487051
565	331.3253771
566	331.2734558
567	331.1898678
568	331.1301745
569	331.0959483
570	331.0251439
571	331.0187397
572	331.0044723
573	330.9476345
574	330.9108235
575	330.8777015
576	330.8098241
577	330.7629516
578	330.6975194
579	330.6840754
580	330.6153779
581	330.5692908
582	330.5394493
583	330.4982286
584	330.4922609
585	330.4624131
586	330.4361181
587	330.386565
588	330.3392743
589	330.2867487
590	330.21844
591	330.1805714
592	330.060575
593	330.0309462
594	330.0247198
595	329.985867
596	329.8625453
597	329.817874
598	329.8107156
599	329.8050853
600	329.7337785
601	329.6974877
602	329.6747218
603	329.5949734
604	329.4875801
605	329.4342695
606	329.3893545
607	329.3833497
608	329.3689365
609	329.3445152
610	329.3184333
611	329.264684
612	329.194922
613	329.0976303
614	329.0626909
615	329.0292747
616	329.0140723
617	328.9772944
618	328.9716753
619	328.9432666
620	328.9158387
621	328.879679
622	328.871617
623	328.8343862
624	328.814709
625	328.773468
626	328.7494334
627	328.6512114
628	328.6104597
629	328.595153
630	328.5769196
631	328.5692641
632	328.5569829
633	328.5280658
634	328.5094853
635	328.4608749
636	328.4131342
637	328.3963173
638	328.3421178
639	328.3331095
640	328.3159304
641	328.3047221
642	328.2174055
643	328.1817451
644	328.1752824
645	328.1630392
646	328.1144522
647	328.0820008
648	328.0442896
649	328.0382274
650	327.958319
651	327.9403262
652	327.9082911
653	327.8970725
654	327.8535546
655	327.8474309
656	327.7901244
657	327.7815361
658	327.7643333
659	327.706318
660	327.7002058
661	327.6564755
662	327.6542829
663	327.6058134
664	327.5803042
665	327.5269043
666	327.4894562
667	327.4450708
668	327.431025
669	327.4254046
670	327.3506097
671	327.3248055
672	327.2969173
673	327.279222
674	327.2735829
675	327.2356211
676	327.1907082
677	327.1686789
678	327.1478352
679	327.1425343
680	327.0975421
681	327.0084474
682	326.9715184
683	326.9466106
684	326.9224387
685	326.860293
686	326.8180656
687	326.7593966
688	326.7149921
689	326.709864
690	326.6538917
691	326.6436305
692	326.5996837
693	326.5946898
694	326.574238
695	326.5560214
696	326.5511406
697	326.5022759
698	326.4975339
699	326.4926197
700	326.4541709
701	326.4155535
702	326.3935371
703	326.3662044
704	326.2967202
705	326.2393838
706	326.2204276
707	326.1829483
708	326.1741406
709	326.0815995
710	326.0291582
711	325.9753532
712	325.9070834
713	325.8618591
714	325.8048321
715	325.7476909
716	325.7097763
717	325.6773303
718	325.6209488
719	325.6162185
720	325.5828491
721	325.5557493
722	325.5308749
723	325.4868768
724	325.4556257
725	325.415437
726	325.3553478
727	325.3232712
728	325.2340044
729	325.1761192
730	325.133806
731	325.0913875
732	325.0547227
733	325.0351046
734	324.984402
735	324.9318275
736	324.8919291
737	324.8877276
738	324.8808369
739	324.843435
740	324.8331986
741	324.7894861
742	324.7455384
743	324.724091
744	324.6877391
745	324.6366717
746	324.6291161
747	324.5916537
748	324.5432171
749	324.4927526
750	324.4863347
751	324.4564129
752	324.4273087
753	324.4121351
754	324.3798268
755	324.3588787
756	324.3547562
757	324.2588928
758	324.1923039
759	324.1767703
760	324.1727449
761	324.1539099
762	324.1499933
763	324.1315713
764	324.1051681
765	324.0379522
766	324.0014332
767	323.9407672
768	323.9349618
769	323.9018232
770	323.8335577
771	323.7592415
772	323.7098708
773	323.6928649
774	323.6418093
775	323.620054
776	323.5807765
777	323.4974914
778	323.4099054
779	323.399321
780	323.3818104
781	323.3532985
782	323.3497637
783	323.3138489
784	323.2756711
785	323.2675546
786	323.2395613
787	323.2260903
788	323.2052898
789	323.1915176
790	323.1880568
791	323.1506587
792	323.0929147
793	323.0834116
794	323.0645623
795	323.0394926
796	323.0353011
797	322.9943438
798	322.9726925
799	322.9424555
800	322.9216918
801	322.8818723
802	322.8469983
803	322.8142722
804	322.7829132
805	322.7273086
806	322.6923452
807	322.6683461
808	322.6402928
809	322.595393
810	322.5762029
811	322.5521799
812	322.5193124
813	322.4736948
814	322.4680784
815	322.4501336
816	322.4178445
817	322.4145
818	322.4000265
819	322.3790885
820	322.3624869
821	322.355835
822	322.3382205
823	322.3054691
824	322.2798802
825	322.2143215
826	322.2110683
827	322.1690965
828	322.1082732
829	322.0761485
830	322.0501173
831	322.0473816
832	322.0024102
833	321.9590136
834	321.9351022
835	321.9102291
836	321.8474923
837	321.8049417
838	321.8017649
839	321.7291019
840	321.7028328
841	321.6901502
842	321.66193
843	321.6486479
844	321.6437622
845	321.6406112
846	321.6364639
847	321.5826958
848	321.5790485
849	321.5361143
850	321.4986833
851	321.453499
852	321.4111231
853	321.3617195
854	321.3455613
855	321.3426281
856	321.3269633
857	321.285267
858	321.2620921
859	321.2165822
860	321.1876046
861	321.1839885
862	321.1506902
863	321.1246822
864	321.1185071
865	321.0634396
866	320.9970272
867	320.9825859
868	320.9729339
869	320.9610446
870	320.9470571
871	320.9194309
872	320.8982464
873	320.8190269
874	320.8170023
875	320.7686364
876	320.7169792
877	320.6945186
878	320.6803757
879	320.6283961
880	320.6073106
881	320.5952444
882	320.5919293
883	320.5485691
884	320.542413
885	320.528746
886	320.5113065
887	320.5083176
888	320.4997803
889	320.4605265
890	320.3975678
891	320.3867353
892	320.3657869
893	320.3285537
894	320.3007738
895	320.277095
896	320.274229
897	320.2438861
898	320.1542573
899	320.1467677
900	320.1305539
901	320.1094283
902	320.0768596
903	320.0569278
904	320.0251198
905	319.9973701
906	319.9425166
907	319.860075
908	319.8406934
909	319.803478
910	319.7666485
911	319.7469043
912	319.7300941
913	319.7157211
914	319.6351934
915	319.6204308
916	319.5771457
917	319.5264047
918	319.4899766
919	319.4785019
920	319.4182036
921	319.3924751
922	319.341891
923	319.3391955
924	319.3266731
925	319.2638213
926	319.1982424
927	319.1580146
928	319.1334834
929	319.0778947
930	319.0518522
931	319.0147678
932	318.9966401
933	318.9718139
934	318.9541616
935	318.9348424
936	318.8647803
937	318.845758
938	318.8237722
939	318.8039348
940	318.8013101
941	318.7738037
942	318.6926981
943	318.6800046
944	318.6462416
945	318.6290481
946	318.613817
947	318.5931001
948	318.5155616
949	318.4810246
950	318.4339209
951	318.3784164
952	318.3202398
953	318.2963506
954	318.2627193
955	318.2075928
956	318.1558022
957	318.1364239
958	318.1339332
959	318.1148455
960	318.0856109
961	318.0743655
962	318.0717884
963	318.0404885
964	317.9774357
965	317.947013
966	317.9264394
967	317.918351
968	317.8771649
969	317.8690162
970	317.8511965
971	317.8344527
972	317.8002572
973	317.797891
974	317.7752029
975	317.7606683
976	317.7398118
977	317.6762265
978	317.6463577
979	317.6257103
980	317.5603222
981	317.5499655
982	317.4956248
983	317.4932171
984	317.4811348
985	317.4388875
986	317.4365825
987	317.4217722
988	317.3755976
989	317.3596114
990	317.3479771
991	317.3328613
992	317.3181851
993	317.2968988
994	317.2785311
995	317.257868
996	317.2557101
997	317.2043437
998	317.2021284
999	317.1652331
1000	317.1299754
1001	317.1104878
1002	317.0784831
1003	317.060406
1004	317.0364993
1005	316.9890826
1006	316.9480281
1007	316.923926
1008	316.9024067
1009	316.8600096
1010	316.8468492
1011	316.8274282
1012	316.8054141
1013	316.795407
1014	316.7400615
1015	316.7302402
1016	316.7281222
1017	316.6831744
1018	316.6730062
1019	316.6623593
1020	316.6000543
1021	316.5757842
1022	316.5737713
1023	316.5643164
1024	316.4969319
1025	316.489962
1026	316.4745507
1027	316.472566
1028	316.440421
1029	316.4314514
1030	316.4121892
1031	316.3592614
1032	316.353677
1033	316.2916882
1034	316.2479172
1035	316.1890227
1036	316.1774013
1037	316.1409896
1038	316.1045217
1039	316.0904397
1040	316.0653619
1041	316.0300245
1042	316.0106879
1043	315.9741574
1044	315.9723174
1045	315.9056773
1046	315.8843568
1047	315.864461
1048	315.798246
1049	315.7554225
1050	315.7280583
1051	315.7102935
1052	315.6611739
1053	315.6294269
1054	315.5903424
1055	315.5526729
1056	315.5319787
1057	315.4622624
1058	315.4422012
1059	315.4132865
1060	315.377926
1061	315.340996
1062	315.3314228
1063	315.3175554
1064	315.26364
1065	315.2509357
1066	315.2040437
1067	315.1962609
1068	315.1832994
1069	315.1601145
1070	315.158347
1071	315.1562185
1072	315.1015248
1073	315.0998
1074	315.0835277
1075	315.0476864
1076	315.035349
1077	315.0192354
1078	314.9868169
1079	314.9611938
1080	314.9364177
1081	314.9243947
1082	314.8920688
1083	314.8713707
1084	314.8552017
1085	314.8228029
1086	314.8106927
1087	314.7748936
1088	314.7317181
1089	314.7189428
1090	314.7044128
1091	314.6592692
1092	314.6291575
1093	314.6260726
1094	314.5969395
1095	314.5832534
1096	314.569947
1097	314.5476204
1098	314.5233853
1099	314.4917132
1100	314.4896315
1101	314.4806917
1102	314.466314
1103	314.4442885
1104	314.4298219
1105	314.4190779
1106	314.3948634
1107	314.371931
1108	314.3576151
1109	314.3347414
1110	314.3214227
1111	314.3108276
1112	314.3091688
1113	314.2850894
1114	314.2642154
1115	314.2330954
1116	314.189699
1117	314.1776067
1118	314.1598731
1119	314.1233739
1120	314.0935334
1121	314.086002
1122	314.0263006
1123	313.9791932
1124	313.9379599
1125	313.9072622
1126	313.852718
1127	313.7994238
1128	313.7731759
1129	313.7389946
1130	313.7156602
1131	313.6880659
1132	313.6602044
1133	313.5981801
1134	313.5542789
1135	313.5426975
1136	313.5006906
1137	313.4432435
1138	313.3944504
1139	313.3801829
1140	313.3369845
1141	313.3216986
1142	313.2730411
1143	313.2714848
1144	313.2639123
1145	313.2525002
1146	313.2133701
1147	313.1797382
1148	313.1609082
1149	313.143588
1150	313.1312791
1151	313.0840383
1152	313.0711485
1153	313.0399498
1154	313.0168616
1155	312.9891742
1156	312.9578024
1157	312.9511151
1158	312.9230533
1159	312.9044139
1160	312.8585627
1161	312.8281912
1162	312.8160139
1163	312.8096236
1164	312.8007959
1165	312.794709
1166	312.7769759
1167	312.7091161
1168	312.7010394
1169	312.6929925
1170	312.6291695
1171	312.6112901
1172	312.5882238
1173	312.5441645
1174	312.5337837
1175	312.5125817
1176	312.4764475
1177	312.4591497
1178	312.4364716
1179	312.3126979
1180	312.2965965
1181	312.2641311
1182	312.2196091
1183	312.1953705
1184	312.1809081
1185	312.1566841
1186	312.1412676
1187	312.1245574
1188	312.0883647
1189	312.0469023
1190	312.0450388
1191	312.0162977
1192	312.0065625
1193	311.9761088
1194	311.9505197
1195	311.9334813
1196	311.9038312
1197	311.9023508
1198	311.861487
1199	311.8020333
1200	311.7850699
1201	311.7404244
1202	311.718105
1203	311.7144519
1204	311.6843018
1205	311.6594247
1206	311.6341381
1207	311.6147833
1208	311.595993
1209	311.5603651
1210	311.5396195
1211	311.4907747
1212	311.4581662
1213	311.4336872
1214	311.4051686
1215	311.3520235
1216	311.2953322
1217	311.2659524
1218	311.2410527
1219	311.2165244
1220	311.2076263
1221	311.1701842
1222	311.1244118
1223	311.1170317
1224	311.0897458
1225	311.0559115
1226	311.0254962
1227	310.9996645
1228	310.9784532
1229	310.9607417
1230	310.9539012
1231	310.9293101
1232	310.9076993
1233	310.8412254
1234	310.8268882
1235	310.8006945
1236	310.7857082
1237	310.7681039
1238	310.7561757
1239	310.7256285
1240	310.6951274
1241	310.684227
1242	310.6574543
1243	310.6335798
1244	310.6121602
1245	310.5956925
1246	310.5706049
1247	310.5527717
1248	310.5324129
1249	310.5192611
1250	310.4895686
1251	310.4497312
1252	310.4424396
1253	310.4268505
1254	310.409179
1255	310.3925492
1256	310.3673681
1257	310.330921
1258	310.3253919
1259	310.3114884
1260	310.2996345
1261	310.2891418
1262	310.2693719
1263	310.2458486
1264	310.186876
1265	310.1536155
1266	310.0889186
1267	310.0734407
1268	310.0593541
1269	310.0391283
1270	310.0024669
1271	309.9596263
1272	309.9242125
1273	309.9133055
1274	309.8906829
1275	309.8423032
1276	309.8008524
1277	309.7906472
1278	309.7541674
1279	309.6796924
1280	309.6570736
1281	309.6033644
1282	309.5844987
1283	309.5701618
1284	309.529044
1285	309.5196351
1286	309.5160398
1287	309.5145901
1288	309.5059889
1289	309.4521362
1290	309.4176478
1291	309.3906154
1292	309.3686453
1293	309.32604
1294	309.2915137
1295	309.2818151
1296	309.2683032
1297	309.2603575
1298	309.2150798
1299	309.2087428
1300	309.1613278
1301	309.1513188
1302	309.1192606
1303	309.1099624
1304	309.0892894
1305	309.0836197
1306	309.0753237
1307	309.0127991
1308	309.0040653
1309	308.9830393
1310	308.9769353
1311	308.9343458
1312	308.9271618
1313	308.9189269
1314	308.8920758
1315	308.8594795
1316	308.8487154
1317	308.8416575
1318	308.8189189
1319	308.7985788
1320	308.7874619
1321	308.7786814
1322	308.739768
1323	308.7304695
1324	308.7011636
1325	308.6890433
1326	308.661934
1327	308.6414582
1328	308.6176738
1329	308.5868022
1330	308.5724564
1331	308.5461025
1332	308.5288706
1333	308.5138232
1334	308.5009965
1335	308.4937787
1336	308.442655
1337	308.4356373
1338	308.3782692
1339	308.3731108
1340	308.3591285
1341	308.3400503
1342	308.3320455
1343	308.3216739
1344	308.3147122
1345	308.2670819
1346	308.2399295
1347	308.2378638
1348	308.19855
1349	308.1805329
1350	308.1132771
1351	308.0784513
1352	308.0652492
1353	308.0152211
1354	307.9803716
1355	307.9641003
1356	307.9372399
1357	307.9287224
1358	307.8769722
1359	307.8724105
1360	307.8155478
1361	307.790016
1362	307.7274736
1363	307.7101034
1364	307.6634432
1365	307.6465516
1366	307.6164854
1367	307.5351939
1368	307.5200668
1369	307.4897906
1370	307.4282462
1371	307.4164333
1372	307.4024472
1373	307.3760898
1374	307.3564569
1375	307.3145107
1376	307.2942257
1377	307.2789107
1378	307.2354227
1379	307.2052062
1380	307.1880705
1381	307.1647191
1382	307.1429202
1383	307.1347273
1384	307.1228521
1385	307.1160909
1386	307.0910279
1387	307.0579533
1388	307.0527346
1389	307.0291608
1390	307.0057834
1391	306.9957917
1392	306.9675312
1393	306.9550958
1394	306.9392988
1395	306.8846749
1396	306.8620978
1397	306.8480624
1398	306.8187105
1399	306.7935784
1400	306.7590871
1401	306.7273135
1402	306.7118486
1403	306.7041045
1404	306.662769
1405	306.6402868
1406	306.6084705
1407	306.6035257
1408	306.5729589
1409	306.5629818
1410	306.5463583
1411	306.5291855
1412	306.521479
1413	306.486087
1414	306.4612299
1415	306.422088
1416	306.3962652
1417	306.3585518
1418	306.3454792
1419	306.3284078
1420	306.3008666
1421	306.296094
1422	306.2876177
1423	306.2660097
1424	306.2649251
1425	306.245465
1426	306.2246036
1427	306.1930506
1428	306.1752158
1429	306.1329179
1430	306.0826966
1431	306.062058
1432	306.0470438
1433	306.0438481
1434	306.0278219
1435	305.9851751
1436	305.9474945
1437	305.8892232
1438	305.8661456
1439	305.8459372
1440	305.8324209
1441	305.8128882
1442	305.8049348
1443	305.7886235
1444	305.7787722
1445	305.7516115
1446	305.7496781
1447	305.688137
1448	305.6860085
1449	305.6463967
1450	305.5851616
1451	305.5326863
1452	305.5057403
1453	305.4889044
1454	305.4552265
1455	305.421425
1456	305.3706013
1457	305.3474272
1458	305.334729
1459	305.2937349
1460	305.2486166
1461	305.1710494
1462	305.1637037
1463	305.1502046
1464	305.1056019
1465	305.062467
1466	305.0312198
1467	305.0263981
1468	305.0156742
1469	304.9811581
1470	304.9353244
1471	304.934158
1472	304.8867847
1473	304.845346
1474	304.8029097
1475	304.76169
1476	304.7317274
1477	304.7146464
1478	304.6755449
1479	304.6632227
1480	304.6565666
1481	304.6516371
1482	304.6363527
1483	304.590853
1484	304.5833443
1485	304.5732577
1486	304.527672
1487	304.5031203
1488	304.4552337
1489	304.4231942
1490	304.3909208
1491	304.3722785
1492	304.3693097
1493	304.3665815
1494	304.3470768
1495	304.3126446
1496	304.2979856
1497	304.2855992
1498	304.2785065
1499	304.2774519
